X,Y,Inbetriebn,PLZ,Ort,Strasse,Nennleistu,kWh(2013),kWh(averag,kWh/kW,addrtype,addrlocat
8.10531025,49.20802,08.11.2009,"76829",Landau,"Im Steingebiß,22","5,85","6328","6772,5","1157",building,yes
8.14010297443539,49.20327285,13.11.2009,"76829",Landau,"Queichstraße,5","5,85","5987","6478,5","1107",building,yes
8.1444088,49.2103498,19.11.2009,"76829",Landau,"Oberwiesenstraße,2","10","10254","10692,75","1069",shop,car
8.0913945,49.1894647,25.11.2009,"76829",Landau,"Kaysersbergstraße,1","9,24","9302","10082,75","1091",highway,residential
8.08962486038864,49.1945831,02.12.2009,"76829",Landau,"Emich-von-Leiningen-Straße,36","6,3","5765","6139,25","974",building,yes
8.0877572,49.1905643,03.12.2009,"76829",Landau,"Rosheimer Straße,6","8,97","6824","7309,25","814",highway,residential
8.0889543,49.1909473,08.12.2009,"76829",Landau,"Oberehnheimer Straße,6","5,85","6014","6455,75","1103",highway,residential
8.12754255,49.206027,16.12.2009,"76829",Landau,"Ernst-Gerhard-Weg,16","7,56","7567","6268","829",building,yes
8.11961682885922,49.19951345,17.02.2010,"76829",Landau,"Industriestraße,13","24,84","7893","19955,333","803",building,yes
8.0766834,49.1655271,01.03.2010,"76829",Landau,Jakob-Becker-Str. 14,"8,14","8551","7752","952",highway,residential
8.09007885,49.19347085,01.03.2010,"76829",Landau,"Ramburgstraße,13","10,175","9132","10090,667","991",building,yes
8.10193777303556,49.13555015,19.03.2010,"76829",Landau,"Hindenburgstraße,12","14,4","11638","12302,333","854",building,yes
8.1124517,49.1889412,19.03.2010,"76829",Landau,"Willy-Brandt-Straße,20","6,8","5425","5847","859",building,yes
8.1409975039932,49.2069835,23.03.2010,"76829",Landau,"Berliner Straße,6","3","3451","3749,667","1249",building,yes
8.13324750256639,49.2090679,01.04.2010,"76829",Landau,"Fassendeichstraße,10","8,49","8852","9311,333","1096",building,yes
8.09993325,49.20029435,15.04.2010,"76829",Landau,"Im Löhl,16,b","6,3","5692","6304","1000",building,yes
8.14326042987717,49.20460825,20.04.2010,"76829",Landau,"Münchener Straße,36","4","4114","3039,667","759",building,yes
8.12395531787846,49.20010045,23.04.2010,"76829",Landau,"Industriestraße,18,0","128,25","130300","141879,167","1106",amenity,public_building
8.1540199433096,49.22137505,29.04.2010,"76829",Landau,Falkenstraße 14,"9,6","10260","11075","1153",building,yes
8.1151766,49.1843607,11.05.2010,"76829",Landau,"Am Birnbach,6","8,835","8525","9405","1064",highway,residential
8.0997741,49.1961988,20.05.2010,"76829",Landau,"Kanalweg,26","4,5","4593","4744,667","1054",highway,residential
8.1117886,49.18850535,20.05.2010,"76829",Landau,"Alcide-de-Gasperi-Straße,28","3,8","3375","3667,333","965",building,yes
8.11189167649948,49.18851115,20.05.2010,"76829",Landau,"Alcide-de-Gasperi-Straße,30","3,8","3592","3874,667","1019",building,yes
8.1321548,49.20366795,21.05.2010,"76829",Landau,"Horststraße,99","7,68","7187","7919,333","1031",amenity,place_of_worship
8.09366916622697,49.1947153,21.05.2010,"76829",Landau,"Rudolf-von-Habsburg-Straße,49","7,56","6766","7325,667","969",building,yes
8.15421677697104,49.21712925,28.05.2010,"76829",Landau,Himmelmannring 29,"7,65","7637","8255","1079",building,yes
8.13365415,49.2028522,28.05.2010,"76829",Landau,"Pommernstraße,11","3,42","2432","2963,667","866",building,yes
8.0889543,49.1909473,28.05.2010,"76829",Landau,"Oberehnheimer Straße,10","5,5","5252","5835,667","1061",highway,residential
8.10954007342009,49.21050165,31.05.2010,"76829",Landau,"Bornbachstraße,2","412,16","350506","372418","903",building,yes
8.0926426,49.189046,02.06.2010,"76829",Landau,"Münsterstraße,7","5,76","5278","7564,667","1313",highway,residential
8.1139628,49.2029566,05.06.2010,"76829",Landau,"Daniel-Knobloch-Straße,2","4,68","3611","3861,333","825",building,yes
8.0422287,49.1600224,07.06.2010,"76829",Landau,Heuchelheimer Straße 5,"7,92","8483","7246","914",highway,residential
8.107949,49.1863912,09.06.2010,"76829",Landau,"Raimund-Huber-Straße,16","56,7","62450","62983,333","1110",highway,residential
8.088332,49.1898292,15.06.2010,"76829",Landau,"Türkheimer Straße,32","8,28","4916","8536,667","1030",highway,residential
8.0996101,49.1949194,18.06.2010,"76829",Landau,"Annweilerstraße,29,d","6,9","6987","7595","1100",highway,tertiary
8.0889543,49.1909473,21.06.2010,"76829",Landau,"Oberehnheimer Straße,4","9,43","10165","10993","1165",highway,residential
8.09889200051095,49.1894033,22.06.2010,"76829",Landau,"Rappoltsweilerstraße,3","5,25","4038","4710,667","897",building,yes
8.12663735,49.206628,25.06.2010,"76829",Landau,"August-Croissant-Straße,37","10,32","9563","10236,667","991",building,yes
8.0954571,49.1891176,25.06.2010,"76829",Landau,"Hardenburgstraße,10","2","2603","2908","1454",highway,residential
8.1377865,49.2093085,28.06.2010,"76829",Landau,"Horstring,12","840","625680","604501,667","719",office,company
8.0979483,49.1895129,12.08.2010,"76829",Landau,"Wasgensteinstraße,5","4,14","4003","4452","1075",highway,residential
8.10171898097892,49.20986665,16.09.2010,"76829",Landau,"Georg-Reiß-Straße,33","6,525","6817","7481","1146",building,yes
8.08695917605114,49.19532055,17.09.2010,"76829",Landau,"Ulrich-von-Hutten-Straße,6","6,08","4643","5103,667","839",building,yes
8.1374464,49.2019759,20.09.2010,"76829",Landau,"Westpreußenstraße,30","6,15","5912","6587","1071",building,yes
8.10193777303556,49.13555015,30.09.2010,"76829",Landau,"Hindenburgstraße,12,0","20,02","11336","12758,667","637",building,yes
8.13262142481487,49.2026026,30.09.2010,"76829",Landau,"Mecklenburger Straße,9","4,44","4378","4796","1080",building,yes
8.09011870634577,49.1922904,24.11.2010,"76829",Landau,"Am Jagdstock,13","7,88","7787","8163,333","1035",building,yes
8.10165762439982,49.20071945,24.11.2010,"76829",Landau,"Mühlhausenstraße,8","5,6","6166","6526","1165",building,yes
8.1109341,49.1968284,06.12.2010,"76829",Landau,"Westring,4,a","5,52","5241","5758","1043",waterway,river
8.1327974,49.2068236,08.12.2010,"76829",Landau,"Horstring,16","180,18","19267,5","135453,667","751",craft,yes
8.14087195,49.20186765,14.12.2010,"76829",Landau,"Horstring,2","75,67","77431,6","83674,533","1105",leisure,swimming_pool
8.1337221,49.2070402,15.12.2010,"76829",Landau,"Horstring,14","101,84","95979,5","102604,333","1007",shop,furniture
8.09305589549466,49.19080285,16.12.2010,"76829",Landau,"Barbarossastraße,4","27","27540","28959","1072",leisure,sports_centre
8.09305589549466,49.19080285,16.12.2010,"76829",Landau,"Barbarossastraße,4","19,25","18741","28815,667","1496",leisure,sports_centre
8.09305589549466,49.19080285,16.12.2010,"76829",Landau,"Barbarossastraße,4","19,25","15704","16416,5","852",leisure,sports_centre
8.09305589549466,49.19080285,16.12.2010,"76829",Landau,"Barbarossastraße,4","19,25",,,"0",leisure,sports_centre
8.10061799757377,49.20370225,29.12.2010,"76829",Landau,"Hans-Boner-Straße,4","14,06","9960","9966,667","708",building,yes
8.13912512309411,49.20397265,12.04.2011,"76829",Landau,"Helmbachstraße,16","3,42","2880","3010,5","880",building,yes
8.1041948,49.1946529,12.04.2011,"76829",Landau,"Dahlienstraße,5","2,04","773","1294,5","634",building,yes
8.13558725056762,49.2032139,21.04.2011,"76829",Landau,"Horststraße,120","5","5230","5618,5","1123",building,yes
8.0794481,49.1668418,27.04.2011,"76829",Landau,Augartenweg 4,"39,06","37667","29252","748",highway,residential
8.13460147435026,49.2028421,28.04.2011,"76829",Landau,"Sachsenstraße,4","4,56","3603","4128,5","905",building,yes
8.138379,49.20568415,04.05.2011,"76829",Landau,"Helmbachstraße,128","3,52","3113","3260,5","926",building,yes
8.15501375,49.2172391,16.05.2011,"76829",Landau,Friedrich-Kreutz-Ring 8,"4,56","3684","3684","807",building,yes
8.12886984626789,49.2015781,25.05.2011,"76829",Landau,"Buchenlandstraße,6,b","5,145","5040","5347","1039",building,yes
8.1285705,49.2075202,27.05.2011,"76829",Landau,"Im Justus,4","29,9","30799","32750","1095",leisure,yes
8.1249217,49.207443,01.06.2011,"76829",Landau,"Hainbachstraße,84","97,525","87547","93485","958",shop,"car_repair;car"
8.1247262,49.2088661,03.06.2011,"76829",Landau,"Hainbachstraße,88","184,5","166005","174329,5","944",amenity,fast_food
8.13324750256639,49.2090679,03.06.2011,"76829",Landau,"Fassendeichstraße,10","7,41","6573","6851","924",building,yes
8.14189465254024,49.2099478,10.06.2011,"76829",Landau,"Horstring,10","87,42","147050","127950","1463",building,yes
8.10402315018337,49.19148115,16.06.2011,"76829",Landau,"Trifelsstraße,9","2,04","1591","1718,5","842",building,yes
8.088332,49.1898292,24.06.2011,"76829",Landau,"Türkheimer Straße,36","6,105","6059","6506,5","1065",highway,residential
8.1198389,49.1946321,27.06.2011,"76829",Landau,"Rheinstraße,6","36","24868","26781,5","743",building,yes
8.11869463847803,49.2102405,29.06.2011,"76829",Landau,"Am Schänzel,3","17,25","17349","18323","1062",building,yes
8.1187278,49.2096669,29.06.2011,"76829",Landau,"Am Schänzel,5","50,14","40824","41075,5","819",highway,residential
8.1260265,49.2065449,29.06.2011,"76829",Landau,"Horstschanze,42","24,8","21660","22478,5","906",shop,car_repair
8.09959565729547,49.19436105,29.06.2011,"76829",Landau,"Liebigstraße,4","6,29","6295","6664","1059",building,yes
8.12300036794449,49.20683695,30.06.2011,"76829",Landau,"August-Croissant-Straße,27","121,64","116320","123902,11","1018",building,yes
8.09449021588658,49.1920994,05.07.2011,"76829",Landau,"Ebernburgstraße,9","5,25","5094","5419,5","1032",building,yes
8.14017429125095,49.20536565,25.07.2011,"76829",Landau,"Helmbachstraße,13","3,57","3821","4040,5","1131",building,yes
8.0906032,49.19567605,17.08.2011,"76829",Landau,"Franz-von-Sickingen-Straße,1","3,6","3486","3700,5","1027",building,yes
8.1036827,49.1884303,18.08.2011,"76829",Landau,"Alois-Kraemer-Straße,12","6,21","6735","7132","1148",highway,residential
8.06804444159329,49.16681735,19.08.2011,"76829",Landau,Raiffeisenstraße 28,"11,31",,,"0",building,yes
8.08944941505045,49.19385065,23.08.2011,"76829",Landau,"Am Jagdstock,29","6","5559","6031","1005",building,yes
8.11557035,49.1907975,01.09.2011,"76829",Landau,"Cornichonstraße,11","29,26","8946","14929","510",building,yes
8.1394307,49.2064485,02.09.2011,"76829",Landau,"Helmbachstraße,43","11,76","12489","13341","1134",shop,fabric
8.10622205,49.21030865,06.09.2011,"76829",Landau,"Triftweg,19","6,86","7478","7888,5","1149",building,yes
8.14459149455662,49.2031588,09.09.2011,"76829",Landau,"Dresdener Straße,3","4,465","4611","4882","1093",building,yes
8.0971495,49.1885432,16.09.2011,"76829",Landau,"Rappoltsweilerstraße,22","12,985","13305","14164,5","1090",highway,residential
8.11616070704571,49.1976642,21.09.2011,"76829",Landau,"Ostbahnstraße,4","8,97","8973","9517,5","1061",building,yes
8.0971495,49.1885432,28.09.2011,"76829",Landau,"Rappoltsweilerstraße,23","8,46","7033","7370","871",highway,residential
8.0971495,49.1885432,28.09.2011,"76829",Landau,"Rappoltsweilerstraße,23","7,76","7052","7219","930",highway,residential
8.0874116,49.1878095,29.09.2011,"76829",Landau,"Kolmarer Straße,24","8,17","7990","8547,5","1046",highway,residential
8.14035152519334,49.2053679,15.10.2011,"76829",Landau,"Helmbachstraße,15","4,08","4174","4437","1087",building,yes
8.1193967,49.20455135,18.10.2011,"76829",Landau,"Hermann-Sauter-Straße,10","6,9","8002","7609,13","1102",building,yes
8.088332,49.1898292,25.10.2011,"76829",Landau,"Türkheimer Straße,19","9,87","10695","11375","1152",highway,residential
8.08998411321007,49.1925975,04.11.2011,"76829",Landau,"Am Jagdstock,17","2,3","2149","2315,5","1006",building,yes
8.0926426,49.189046,08.11.2011,"76829",Landau,"Münsterstraße,22","8,64","7987","8484","981",highway,residential
8.1166642,49.1642503,15.11.2011,"76829",Landau,"Maxburgstraße,7","8","7767","8180,5","1022",place,house
8.12132345,49.1930882,17.11.2011,"76829",Landau,"Gabelsberger Straße,13","5,13","3919","3921,74","764",building,yes
8.10921,49.1884593,17.11.2011,"76829",Landau,"Konrad-Adenauer-Straße,26","5,875","6007","6365,5","1083",highway,residential
8.1151766,49.1843607,28.11.2011,"76829",Landau,"Am Birnbach,49","17,12","17934","19065,5","1113",highway,residential
8.12369778486384,49.19725835,30.11.2011,"76829",Landau,"Linienstraße,7","10,78","10575","11189","1037",building,yes
8.1331298,49.2032557,02.12.2011,"76829",Landau,"Horststraße,114,b","9,03","9341","9898","1096",shop,butcher
8.1151284,49.2099711,02.12.2011,"76829",Landau,"Lotschstraße,15","56,87","58657,5","62210,51","1093",shop,doityourself
8.1373745,49.2031501,07.12.2011,"76829",Landau,"Westpreußenstraße,1","6,67","6521","6788,62","1017",building,yes
8.12861245,49.20387385,12.12.2011,"76829",Landau,"Speyerbachstraße,36","7,2","6951","7322,5","1017",building,yes
8.1192924,49.1967241,12.12.2011,"76829",Landau,"Speyerbachstraße,36,a","7,2","7013","7355","1021",waterway,river
8.1036827,49.1884303,13.12.2011,"76829",Landau,"Alois-Kraemer-Straße,15","4,08","4271","4594","1125",highway,residential
8.1151766,49.1843607,15.12.2011,"76829",Landau,"Am Birnbach,6","8,46","8991","9435","1115",highway,residential
8.08893759260803,49.19400835,17.12.2011,"76829",Landau,"Am Jagdstock,74","8,35","5905","6189","741",building,yes
8.1251913,49.2090017,19.12.2011,"76829",Landau,"Im Justus,1","552,72","570329,81","588152,565","1064",office,yes
8.10088753585696,49.20850625,19.12.2011,"76829",Landau,"Am Heidenweg,14","13,14","12803","13720,5","1044",building,yes
8.09615410912925,49.19265495,20.12.2011,"76829",Landau,"Rudolf-von-Habsburg-Straße,10","4,5","4177","4407,47","979",building,yes
8.10385048129534,49.20588165,21.12.2011,"76829",Landau,"Bodelschwinghstraße,11","17,48","17155","17847,22","1021",building,yes
8.1249218,49.20747645,22.12.2011,"76829",Landau,"Hainbachstraße,80","22,08","19386","20515,31","929",building,yes
8.1118532,49.1872284,22.12.2011,"76829",Landau,"Katharina-Peters-Straße,8","3,76","3490","3437,265","914",highway,living_street
8.0996101,49.1949194,28.12.2011,"76829",Landau,"Annweilerstraße,17","80,4","41297,43","68521,18","852",highway,tertiary
8.1122849,49.1866662,28.12.2011,"76829",Landau,"Lina-Kößler-Straße,22","3,84","3665","3852,92","1003",highway,living_street
8.11869463847803,49.2102405,29.12.2011,"76829",Landau,"Am Schänzel,3","29,61","28391,11","30030,555","1014",building,yes
8.1181291,49.2094012,29.12.2011,"76829",Landau,"Am Schänzel,6","29,76","30084","31588,705","1061",shop,car
8.09462063412655,49.19199105,29.12.2011,"76829",Landau,"Ebernburgstraße,7","7,2","6185","6655,295","924",building,yes
8.14555121209077,49.2054532,03.03.2012,"76829",Landau,"Frankfurter Straße,11","4","4047","4047","1011",building,yes
8.1152067,49.18636675,06.03.2012,"76829",Landau,"Dagobertstraße,15","9,36","9939","9939","1061",building,yes
8.11562967848687,49.18644085,06.03.2012,"76829",Landau,"Eutzinger Straße,3","29,28","25580","25580","873",building,yes
8.11020805,49.20825705,09.03.2012,"76829",Landau,"Am Gutleuthaus,2,b","5,13","5365","5365","1045",building,yes
8.11020805,49.20825705,09.03.2012,"76829",Landau,"Am Gutleuthaus,2,b","7,03","7230","7230","1028",building,yes
8.1079951,49.2085911,28.03.2012,"76829",Landau,"Stalbühlweg,6","10,81","8629","8629","798",building,yes
8.13600744487336,49.2055919,29.03.2012,"76829",Landau,"Ahornstraße,40","7,92","7935","7935","1001",building,yes
8.10024984527291,49.19650065,29.03.2012,"76829",Landau,"An der Hammerschmiede,2","17,28","15190","15190","879",building,yes
8.1316946,49.2122362,30.03.2012,"76829",Landau,"Rodenweg,4","156,04","159458,5","159458,5","1021",highway,residential
8.10247086895408,49.20779395,31.03.2012,"76829",Landau,"Im Steingebiß,38","4,41","3755","3755","851",building,yes
8.15668112802845,49.21917815,08.05.2012,"76829",Landau,Meisenstraße 14,"18,565","14626","14626","787",building,yes
8.1316946,49.2122362,21.06.2012,"76829",Landau,"Rodenweg,12","446,4","470344","470344","1053",highway,residential
8.1108574,49.1956626,26.06.2012,"76829",Landau,"Waffenstraße,14","49,98","51903","51903","1038",highway,residential
8.0766834,49.1655271,29.06.2012,"76829",Landau,Jakob-Becker-Straße 30,"8,82","7356","7356","834",highway,residential
8.1044692,49.21014815,17.08.2012,"76829",Landau,"Triftweg,20","5,76","6009","6009","1043",building,yes
8.12072634126153,49.19335185,31.08.2012,"76829",Landau,"Vogesenstraße,48","21,12","18941","18941","896",building,yes
8.11037794576412,49.18878845,12.09.2012,"76829",Landau,"Willy-Brandt-Straße,42","10,56","9388","9388","889",building,yes
8.08998411321007,49.1925975,21.09.2012,"76829",Landau,"Am Jagdstock,17","1,88","1547","1547","822",building,yes
8.0737403,49.164122,10.10.2012,"76829",Landau,Im Erbsenfeld 21,"5,39","4605","4605","854",highway,residential
8.13136735,49.2046882,30.10.2012,"76829",Landau,"Horstring,20","18,98","17276","17276","910",building,yes
8.10092435648063,49.20893185,07.11.2012,"76829",Landau,"Am Heidenweg,10","9,62","9096","9096","945",building,yes
8.0955794,49.1930575,20.11.2012,"76829",Landau,"Rudolf-von-Habsburg-Straße,18","4,24","3835","3835","904",place,house
8.11118252677908,49.1879776,23.11.2012,"76829",Landau,"Charles-de-Gaulle-Straße,21","5","2876","2876","575",building,yes
8.0959356,49.1878396,11.12.2012,"76829",Landau,"Wollmesheimer Straße,44","49","40546","40546","827",shop,curtain
8.0766834,49.1655271,14.12.2012,"76829",Landau,Jakob-Becker-Straße 37,"8,75","5618","5618","642",highway,residential
8.1216738,49.208448,19.12.2012,"76829",Landau,"Thomas-Nast-Straße,65","219,2","204053,1","204053,1","930",highway,residential
8.09530777395592,49.1920972,20.12.2012,"76829",Landau,"Lindelbrunnstraße,8","5,4","4913","4913","909",building,yes
8.15488095,49.21789925,09.01.2013,"76829",Landau,Friedrich-Kreutz-Ring 16,"9,79","6909",,"0",building,yes
8.12206255,49.19114455,30.01.2013,"76829",Landau,"Cornichonstraße,45","21,15","19670",,"0",building,yes
8.12283405,49.19119755,30.01.2013,"76829",Landau,"Cornichonstraße,47","22,56","2096",,"0",building,yes
8.12186081584681,49.19112985,30.01.2013,"76829",Landau,"Haydnstraße,29","15,98","14861",,"0",building,yes
8.11715,49.199792,26.02.2013,"76829",Landau,"Am Großmarkt,2","130","123881,5",,"0",highway,residential
8.1435949,49.2109815,26.02.2013,"76829",Landau,"Oberwiesenstraße,5","29,89","28403",,"0",craft,yes
8.11242335,49.18804075,26.03.2013,"76829",Landau,"Charles-de-Gaulle-Straße,31","4","2305",,"0",building,yes
8.11284615722694,49.18909545,28.03.2013,"76829",Landau,"Charles-de-Gaulle-Straße,33","4","2318",,"0",building,yes
8.0875542,49.1964802,28.03.2013,"76829",Landau,"Obere Ziegelhütte,9","5,3","3365",,"0",highway,residential
8.1135537,49.2052294,08.04.2013,"76829",Landau,"Eckenerstraße,15","6,24","4025",,"0",highway,residential
8.10921,49.1884593,16.04.2013,"76829",Landau,"Konrad-Adenauer-Straße,6","8,5","6070",,"0",highway,residential
8.0748139,49.1686579,29.04.2013,"76829",Landau,Mörzheimer Hauptstr. 30,"11,13","6477",,"0",highway,secondary
8.09372419213231,49.1943658,29.04.2013,"76829",Landau,"Rudolf-von-Habsburg-Straße,44","7,55","3458",,"0",building,yes
8.13253855,49.2040954,13.05.2013,"76829",Landau,"Lindenstraße,30","9,675","6501",,"0",building,yes
8.1002821,49.19600995,17.05.2013,"76829",Landau,"Kanalweg,2","2,385","1603",,"0",building,yes
8.1034292,49.1906475,07.06.2013,"76829",Landau,"Wollmesheimer Straße,3","10,14","5665",,"0",highway,secondary
8.13622525,49.20610355,14.06.2013,"76829",Landau,"Ahornstraße,29","4,08","1283",,"0",building,yes
8.10921,49.1884593,18.06.2013,"76829",Landau,"Konrad-Adenauer-Straße,24","7,04","2240",,"0",highway,residential
8.12430188744717,49.1933119,20.06.2013,"76829",Landau,"Franz-Schubert-Straße,36","3,825","1471",,"0",building,yes
8.10147122183601,49.19823,21.06.2013,"76829",Landau,"Spitalmühlweg,3","13,68","6605,09",,"0",building,yes
8.131488,49.20326255,27.06.2013,"76829",Landau,"Horststraße,98","5,5","2971",,"0",building,yes
8.10745061184116,49.2090206,28.06.2013,"76829",Landau,"Stalbühlweg,5","6,89","897",,"0",building,yes
8.13437562271136,49.20497595,19.07.2013,"76829",Landau,"Birkenstraße,46","9,95","3741,01",,"0",building,yes
8.13423552123863,49.20489655,29.07.2013,"76829",Landau,"Birkenstraße,50","7,91","1054",,"0",building,yes
8.0913945,49.1894647,24.08.2013,"76829",Landau,"Kaysersbergstraße,21","8,85","1056",,"0",highway,residential
8.09737868266668,49.1962585,04.09.2013,"76829",Landau,"Kanalweg,22,b","8,37","1239",,"0",building,yes
8.0971495,49.1885432,12.09.2013,"76829",Landau,"Rappoltsweilerstraße,20","8","590",,"0",highway,residential
8.0737403,49.164122,04.10.2013,"76829",Landau,Im Erbsenfeld 29,"10","512",,"0",highway,residential
8.11450712999255,49.2107013,09.10.2013,"76829",Landau,"Bornbachstraße,3","153","11748,5",,"0",building,yes
8.0766834,49.1655271,18.10.2013,"76829",Landau,Jakob-Becker-Straße 6,"5","62",,"0",highway,residential
8.0883018,49.1931269,24.10.2013,"76829",Landau,"Schlettstadter Straße,40","5,36","89",,"0",place,house
8.1532088,49.21776945,28.10.2013,"76829",Landau,Himmelmannring 22,"12,42",,,"0",building,yes
8.09990677951988,49.2064527,30.10.2013,"76829",Landau,"Am Heidenweg,31","17,49","926,99",,"0",building,yes
8.1109341,49.1968284,31.10.2013,"76829",Landau,"Annweilerstraße,31,a","9,36","298",,"0",waterway,river
8.1001273,49.19503485,31.10.2013,"76829",Landau,"Annweilerstraße,31,b","9,36","292",,"0",building,yes
8.10597484131049,49.1937704,02.01.2014,"76829",Landau,"Zweibrücker Straße,44","29,7",,,"0",building,yes
8.10087695,49.2013585,23.01.2014,"76829",Landau,"Schattenmannstraße,5","12,925",,,"0",building,yes
8.1014038,49.1911027,11.02.2014,"76829",Landau,"Maxburgstraße,23","2,43",,,"0",highway,residential
8.15386267847734,49.21636385,14.02.2014,"76829",Landau,Himmelmannring 1,"8,1",,,"0",building,yes
8.1132466,49.1975412,06.03.2014,"76829",Landau,"Kronstraße,20","24,15",,,"0",shop,sports
8.15356265,49.21628955,17.03.2014,"76829",Landau,Himmelmannring 6,"9,9",,,"0",building,yes
8.1192924,49.1967241,20.03.2014,"76829",Landau,"Ludowicistraße,37,a","5,85",,,"0",waterway,river
8.1538397945708,49.21666105,24.03.2014,"76829",Landau,Himmelmannring 5,"7,43",,,"0",building,yes
8.0996101,49.1949194,28.03.2014,"76829",Landau,"Annweilerstraße,15","7,31",,,"0",highway,tertiary
8.0837824,49.1950557,28.03.2014,"76829",Landau,"Im Niederfeld,15","2,5",,,"0",highway,residential
8.12257862469512,49.1936335,03.04.2014,"76829",Landau,"Guldengewann,7","4,675",,,"0",building,yes
8.15350965,49.216455,16.04.2014,"76829",Landau,Himmelmannring 8,"9,9",,,"0",building,yes
8.1204627,49.1875487,02.06.2014,"76829",Landau,"Hans-Stempel-Straße,1,e","3,1",,,"0",highway,service
8.1344318,49.2008663,03.06.2014,"76829",Landau,"Hans-Stempel-Straße,1,a","1,55",,,"0",waterway,river
8.11966838975129,49.20294835,10.06.2014,"76829",Landau,"Klingbachstraße,5","17,6",,,"0",building,yes
8.1406255,49.20380685,27.06.2014,"76829",Landau,"Breslauer Straße,11","14,31",,,"0",building,yes
8.1246735,49.2065957,21.07.2014,"76829",Landau,"Hainbachstraße,70","23,4",,,"0",shop,car
8.10223935,49.2099519,24.07.2014,"76829",Landau,"Triftweg,34","7,95",,,"0",building,yes
8.0874116,49.1878095,28.07.2014,"76829",Landau,"Kolmarer Straße,76","9,69",,,"0",highway,residential
